"database_id","target_id","comparator_id","analysis_id","preference_score","target_density","comparator_density"
"cdmpv532_220131",3913,3912,1,0.434343434343434,0.843070544638338,1.42798819068899
"cdmpv532_220131",3913,3912,1,0.444444444444444,0.891747507095076,1.37791577937499
"cdmpv532_220131",3913,3912,1,0.454545454545455,0.940159040311995,1.29105655514272
"cdmpv532_220131",3913,3912,1,0.464646464646465,0.988361870156918,1.20990183038738
"cdmpv532_220131",3913,3912,1,0.474747474747475,1.03597808971573,1.16504672258039
"cdmpv532_220131",3913,3912,1,0.484848484848485,1.0820928244161,1.1609552510146
"cdmpv532_220131",3913,3912,1,0.494949494949495,1.12541607707934,1.17842192651754
"cdmpv532_220131",3913,3912,1,0.505050505050505,1.16464164032078,1.19103039870124
"cdmpv532_220131",3913,3912,1,0.515151515151515,1.19876550211078,1.18158490837838
"cdmpv532_220131",3913,3912,1,0.525252525252525,1.22733684194647,1.14782448234308
"cdmpv532_220131",3913,3912,1,0.535353535353535,1.25065458321885,1.09943216378545
"cdmpv532_220131",3913,3912,1,0.545454545454546,1.26973827823376,1.04833502629978
"cdmpv532_220131",3913,3912,1,0.555555555555556,1.28597899649172,1.00109870350498
"cdmpv532_220131",3913,3912,1,0.565656565656566,1.30093871919677,0.957452064422715
"cdmpv532_220131",3913,3912,1,0.575757575757576,1.31613001793342,0.914660489823733
"cdmpv532_220131",3913,3912,1,0.585858585858586,1.33275681002729,0.87346099951286
"cdmpv532_220131",3913,3912,1,0.595959595959596,1.35158864971914,0.838678547617261
"cdmpv532_220131",3913,3912,1,0.606060606060606,1.37291532326591,0.814193233009501
"cdmpv532_220131",3913,3912,1,0.616161616161616,1.39657367861457,0.797433396573709
"cdmpv532_220131",3913,3912,1,0.626262626262626,1.42189959039617,0.780612710740988
"cdmpv532_220131",3913,3912,1,0.636363636363636,1.44799428958729,0.756433578472823
"cdmpv532_220131",3913,3912,1,0.646464646464647,1.47383804307295,0.723369009888322
"cdmpv532_220131",3913,3912,1,0.656565656565657,1.49840494850969,0.685391570716987
"cdmpv532_220131",3913,3912,1,0.666666666666667,1.52081906645182,0.647268096533069
"cdmpv532_220131",3913,3912,1,0.676767676767677,1.54035796716393,0.610909616158658
"cdmpv532_220131",3913,3912,1,0.686868686868687,1.55639383028217,0.575444415252004
"cdmpv532_220131",3913,3912,1,0.696969696969697,1.56828444966565,0.540251592146584
"cdmpv532_220131",3913,3912,1,0.707070707070707,1.57544368961662,0.506810217795994
"cdmpv532_220131",3913,3912,1,0.717171717171717,1.57736186005852,0.477514006822857
"cdmpv532_220131",3913,3912,1,0.727272727272727,1.57368715247336,0.452689732439165
"cdmpv532_220131",3913,3912,1,0.737373737373737,1.56439598956109,0.429837284785761
"cdmpv532_220131",3913,3912,1,0.747474747474748,1.5500507741501,0.405665015553447
"cdmpv532_220131",3913,3912,1,0.757575757575758,1.53189542667752,0.379076535415128
"cdmpv532_220131",3913,3912,1,0.767676767676768,1.51166558259536,0.351959966721014
"cdmpv532_220131",3913,3912,1,0.777777777777778,1.49145498751229,0.326999328699442
"cdmpv532_220131",3913,3912,1,0.787878787878788,1.47348356608629,0.305341717682294
"cdmpv532_220131",3913,3912,1,0.797979797979798,1.45967937622223,0.286134845500622
"cdmpv532_220131",3913,3912,1,0.808080808080808,1.45156025645821,0.268102671194124
"cdmpv532_220131",3913,3912,1,0.818181818181818,1.45019390579422,0.250808844721253
"cdmpv532_220131",3913,3912,1,0.828282828282828,1.45640530796205,0.234576391730249
"cdmpv532_220131",3913,3912,1,0.838383838383838,1.47058992716287,0.219708030687046
"cdmpv532_220131",3913,3912,1,0.848484848484849,1.4932477377029,0.206200436743885
"cdmpv532_220131",3913,3912,1,0.858585858585859,1.52493916305619,0.193906824441751
"cdmpv532_220131",3913,3912,1,0.868686868686869,1.56631314664793,0.182678949097693
"cdmpv532_220131",3913,3912,1,0.878787878787879,1.61737280080478,0.172315767433931
"cdmpv532_220131",3913,3912,1,0.888888888888889,1.67727914335104,0.162620761224229
"cdmpv532_220131",3913,3912,1,0.898989898989899,1.74371977526844,0.15357920073236
"cdmpv532_220131",3913,3912,1,0.909090909090909,1.81233463260494,0.145497543484741
"cdmpv532_220131",3913,3912,1,0.919191919191919,1.87635672300379,0.13884041517248
"cdmpv532_220131",3913,3912,1,0.929292929292929,1.92718278029752,0.133768360893298
"cdmpv532_220131",3913,3912,1,0.939393939393939,1.95512629787632,0.129618768756591
"cdmpv532_220131",3913,3912,1,0.94949494949495,1.95043709261852,0.124737553294667
"cdmpv532_220131",3913,3912,1,0.95959595959596,1.90538854596088,0.117068624904256
"cdmpv532_220131",3913,3912,1,0.96969696969697,1.81647079503809,0.105075772546671
"cdmpv532_220131",3913,3912,1,0.97979797979798,1.68454722050235,0.088580998122028
"cdmpv532_220131",3913,3912,1,0.98989898989899,1.51532464700509,0.0691752042513917
"cdmpv532_220131",3913,3912,1,1,1.31901734643452,0.0494495983460888
