"database_id","target_id","comparator_id","analysis_id","preference_score","target_density","comparator_density"
"cdmpv532_220131",3913,3912,1,0,0.0289553678165199,1.90276732741788
"cdmpv532_220131",3913,3912,1,0.0101010101010101,0.0390937777295863,2.2261447350054
"cdmpv532_220131",3913,3912,1,0.0202020202020202,0.050851779857522,2.362836919763
"cdmpv532_220131",3913,3912,1,0.0303030303030303,0.0637817406716491,2.34909874035555
"cdmpv532_220131",3913,3912,1,0.0404040404040404,0.0772676033079499,2.27465386573436
"cdmpv532_220131",3913,3912,1,0.0505050505050505,0.0905942117335263,2.21485611903423
"cdmpv532_220131",3913,3912,1,0.0606060606060606,0.103029230253011,2.18510008798524
"cdmpv532_220131",3913,3912,1,0.0707070707070707,0.113957429727879,2.15560671525247
"cdmpv532_220131",3913,3912,1,0.0808080808080808,0.123006175287695,2.09311729173091
"cdmpv532_220131",3913,3912,1,0.0909090909090909,0.130076801430363,1.99219891046761
"cdmpv532_220131",3913,3912,1,0.101010101010101,0.135357390657269,1.87022515676148
"cdmpv532_220131",3913,3912,1,0.111111111111111,0.139310678320118,1.74560345885902
"cdmpv532_220131",3913,3912,1,0.121212121212121,0.142588797606355,1.62264401126559
"cdmpv532_220131",3913,3912,1,0.131313131313131,0.145875199145846,1.49578320591602
"cdmpv532_220131",3913,3912,1,0.141414141414141,0.149784467604368,1.36496778499236
"cdmpv532_220131",3913,3912,1,0.151515151515152,0.154764900088644,1.24525455171793
"cdmpv532_220131",3913,3912,1,0.161616161616162,0.1609767703886,1.16166278039124
"cdmpv532_220131",3913,3912,1,0.171717171717172,0.168332508087308,1.13375807481045
"cdmpv532_220131",3913,3912,1,0.181818181818182,0.176546632323894,1.16211775588242
"cdmpv532_220131",3913,3912,1,0.191919191919192,0.185250683927988,1.22367016384451
"cdmpv532_220131",3913,3912,1,0.202020202020202,0.194123516052024,1.27865255361648
"cdmpv532_220131",3913,3912,1,0.212121212121212,0.203050948044099,1.28959156191552
"cdmpv532_220131",3913,3912,1,0.222222222222222,0.212181820334952,1.2369141779274
"cdmpv532_220131",3913,3912,1,0.232323232323232,0.221931617236534,1.12907618602869
"cdmpv532_220131",3913,3912,1,0.242424242424242,0.232861845739722,1.00067916654955
"cdmpv532_220131",3913,3912,1,0.252525252525253,0.24551459576823,0.896766663293452
"cdmpv532_220131",3913,3912,1,0.262626262626263,0.26026119090773,0.855792902151754
"cdmpv532_220131",3913,3912,1,0.272727272727273,0.277214381624907,0.893648442824934
"cdmpv532_220131",3913,3912,1,0.282828282828283,0.296165452810088,1.00084550385389
"cdmpv532_220131",3913,3912,1,0.292929292929293,0.316721114095677,1.14945932626959
"cdmpv532_220131",3913,3912,1,0.303030303030303,0.338519102998694,1.29937692594019
"cdmpv532_220131",3913,3912,1,0.313131313131313,0.361420218864607,1.40598332872581
"cdmpv532_220131",3913,3912,1,0.323232323232323,0.385653843554764,1.43361839487371
"cdmpv532_220131",3913,3912,1,0.333333333333333,0.411813404607877,1.37200348616178
"cdmpv532_220131",3913,3912,1,0.343434343434343,0.440749537715712,1.24717403686664
"cdmpv532_220131",3913,3912,1,0.353535353535354,0.473336928351217,1.11256021841858
"cdmpv532_220131",3913,3912,1,0.363636363636364,0.510222570813656,1.01902277500765
"cdmpv532_220131",3913,3912,1,0.373737373737374,0.551438649284581,0.993281703547506
"cdmpv532_220131",3913,3912,1,0.383838383838384,0.59649514090972,1.03300237213774
"cdmpv532_220131",3913,3912,1,0.393939393939394,0.644422201515208,1.11968506698794
"cdmpv532_220131",3913,3912,1,0.404040404040404,0.694014604469213,1.23101433172941
"cdmpv532_220131",3913,3912,1,0.414141414141414,0.744093195782758,1.34004310454804
"cdmpv532_220131",3913,3912,1,0.424242424242424,0.793880879195349,1.41441192243492
